Matricule,SYS1,RES1,ANUM,RO,ORG,LANG1,IGL,THP,Rang S1,Moy S1,MCSI,BDD,SEC,CPROJ,PROJ,LANG2,ARCH,SYS2,RES2,Rang S2,Moy S2,Rang,Moy Rachat,Affectation,Promo
27/0074,16.6,15.8,16.13,14.47,14.72,16.4,16.15,18.25,1,16.16,17.89,17.64,19.67,14.7,16.84,16.57,16.49,16.12,16.76,1,16.86,1,16.51,SID,2022
